,heuristic_param,seed,n_gen,score,accuracy,variance,update,elapsed_time_proc,elapsed_time_acc,elapsed_time
19,"[5, 3]",1,19,36324903.60822857,0.0889552977577175,4638647129209.56,False,25.81641411781311,2.565997838973999,28.38241195678711
20,"[5, 3]",1,20,36324903.60822857,0.0889552977577175,3780276963694.873,False,27.114773988723755,2.565997838973999,29.680771827697757
21,"[5, 3]",1,21,36324903.60822857,0.0889552977577175,4887673248135.598,False,28.291683197021484,2.565997838973999,30.857681035995483
22,"[5, 3]",1,22,36324903.60822857,0.0889552977577175,4539052901645.388,False,29.6884982585907,2.565997838973999,32.2544960975647
23,"[5, 3]",1,23,36324903.60822857,0.0889552977577175,3942163508665.716,False,30.90398931503296,2.565997838973999,33.46998715400696
24,"[5, 3]",1,24,36324903.60822857,0.0889552977577175,2775921662066.9136,False,32.265493392944336,2.565997838973999,34.831491231918335
25,"[5, 3]",1,25,36324903.60822857,0.0889552977577175,6047850973217.725,True,33.42036843299866,3.566473960876465,36.98684239387512
26,"[5, 3]",1,26,36324903.60822857,0.0889552977577175,4767947604867.227,False,34.72818994522095,3.566473960876465,38.29466390609741
27,"[5, 3]",1,27,36324903.60822857,0.0889552977577175,4574187388992.19,False,36.05395150184631,3.566473960876465,39.62042546272278
28,"[5, 3]",2,0,35309448.70464581,0.0889552977577175,4925413999364.69,True,1.236328363418579,1.1921839714050293,2.4285123348236084
29,"[5, 3]",2,1,35309448.70464581,0.0889552977577175,3673858602567.342,False,2.562299966812134,1.1921839714050293,3.754483938217163
30,"[5, 3]",2,2,35309448.70464581,0.0889552977577175,5100069592825.475,False,3.9286177158355713,1.1921839714050293,5.120801687240601
31,"[5, 3]",2,3,35309448.70464581,0.0889552977577175,4525360248506.211,False,5.253338098526001,1.1921839714050293,6.44552206993103
32,"[5, 3]",2,4,35309448.70464581,0.0889552977577175,5247550019820.731,False,6.514189004898071,1.1921839714050293,7.706372976303101
33,"[5, 3]",2,5,35404005.431255855,0.0889552977577175,4470654203372.065,False,7.892687797546387,1.1921839714050293,9.084871768951416
34,"[5, 3]",2,6,35367196.38575882,0.0889552977577175,5178349994282.916,False,9.241827487945557,1.1921839714050293,10.434011459350586
35,"[5, 3]",2,7,35367196.38575882,0.0889552977577175,5865192481778.789,False,10.440903425216677,1.1921839714050293,11.633087396621704
36,"[5, 3]",2,8,35367196.38575882,0.0889552977577175,4313701531932.272,False,11.712187767028809,1.1921839714050293,12.904371738433838
37,"[5, 3]",2,9,35367196.38575882,0.0889552977577175,4559366726731.028,False,13.0219087600708,1.1921839714050293,14.21409273147583
38,"[5, 3]",2,10,35551163.414146416,0.0889552977577175,5137630520518.869,False,14.28625750541687,1.1921839714050293,15.4784414768219
39,"[5, 3]",2,11,35551163.414146416,0.0889552977577175,4463010564209.019,False,15.637319564819336,1.1921839714050293,16.829503536224365
40,"[5, 3]",2,12,35706525.8549998,0.0889552977577175,6359584027582.005,False,16.92221760749817,1.1921839714050293,18.1144015789032
41,"[5, 3]",2,13,35706525.8549998,0.0889552977577175,5491385677239.278,True,18.26420760154724,2.201805591583252,20.466013193130493
42,"[5, 3]",2,14,35809365.37449654,0.0889552977577175,3958643057273.41,False,19.610400915145878,2.201805591583252,21.81220650672913
43,"[5, 3]",2,15,35809365.37449654,0.0889552977577175,4851908968016.051,False,20.872923612594604,2.201805591583252,23.074729204177856
44,"[5, 3]",2,16,35809365.37449654,0.0889552977577175,5169578902639.266,False,22.24013924598694,2.201805591583252,24.44194483757019
45,"[5, 3]",2,17,35809365.37449654,0.0889552977577175,5894806641412.222,False,23.258953094482425,2.201805591583252,25.460758686065677
46,"[5, 3]",2,18,35809365.37449654,0.0889552977577175,4145728152458.672,False,24.677470207214355,2.201805591583252,26.879275798797607
47,"[5, 3]",2,19,35809365.37449654,0.0889552977577175,4355307604539.135,False,26.06385040283203,2.201805591583252,28.265655994415283
48,"[5, 3]",2,20,35809365.37449654,0.0889552977577175,4691656531902.585,False,27.45431423187256,2.201805591583252,29.65611982345581
49,"[5, 3]",2,21,35809365.37449654,0.0889552977577175,4464370934980.8,False,28.618740797042847,2.201805591583252,30.8205463886261
50,"[5, 3]",2,22,35809365.37449654,0.0889552977577175,3472298341524.1406,False,30.071298360824585,2.201805591583252,32.27310395240784
51,"[5, 3]",2,23,35809365.37449654,0.0889552977577175,5292757715184.388,False,31.356545209884644,2.201805591583252,33.558350801467896
52,"[5, 3]",2,24,35809365.37449654,0.0889552977577175,5272245417037.017,True,32.731324672698975,3.377682685852051,36.10900735855103
53,"[5, 3]",2,25,35809365.37449654,0.0889552977577175,4834053802412.555,False,34.10402297973633,3.377682685852051,37.48170566558838
54,"[5, 3]",2,26,35809365.37449654,0.0889552977577175,3706051062036.009,False,35.39792776107788,3.377682685852051,38.77561044692993
55,"[5, 3]",2,27,35809365.37449654,0.0889552977577175,4714721057788.486,False,36.88868498802185,3.377682685852051,40.2663676738739
56,"[5, 3]",3,0,35253089.233387224,0.0889552977577175,4611379499291.316,True,1.0313124656677246,1.8160059452056885,2.847318410873413
57,"[5, 3]",3,1,35253089.233387224,0.0889552977577175,4925908924388.089,False,2.109124660491944,1.8160059452056885,3.925130605697632
58,"[5, 3]",3,2,36363082.76039141,0.0889552977577175,4224631767051.1367,False,3.1988391876220703,1.8160059452056885,5.014845132827759
59,"[5, 3]",3,3,36363082.76039141,0.0889552977577175,5150293438064.727,False,4.2661614418029785,1.8160059452056885,6.082167387008667
60,"[5, 3]",3,4,36363082.76039141,0.0889552977577175,4636670724405.271,False,5.346698760986328,1.8160059452056885,7.162704706192017
61,"[5, 3]",3,5,36363082.76039141,0.0889552977577175,4540762794414.624,False,6.406870365142822,1.8160059452056885,8.22287631034851
62,"[5, 3]",3,6,36363082.76039141,0.0889552977577175,7771100210743.0625,False,7.43482518196106,1.8160059452056885,9.250831127166748
63,"[5, 3]",3,7,36363082.76039141,0.0889552977577175,6408885477258.095,False,8.405475378036499,1.8160059452056885,10.221481323242188
64,"[5, 3]",3,8,36363082.76039141,0.0889552977577175,4748536476596.759,False,9.41115403175354,1.8160059452056885,11.227159976959229
65,"[5, 3]",3,9,36363082.76039141,0.0889552977577175,4562520008083.813,False,10.552855491638184,1.8160059452056885,12.368861436843872
66,"[5, 3]",3,10,36363082.76039141,0.0889552977577175,5436171755528.952,False,11.680126428604126,1.8160059452056885,13.496132373809814
67,"[5, 3]",3,11,36363082.76039141,0.0889552977577175,6525974363551.472,False,12.76093888282776,1.8160059452056885,14.576944828033447
68,"[5, 3]",3,12,36363082.76039141,0.0889552977577175,3566792670116.275,False,13.7253680229187,1.8160059452056885,15.54137396812439
69,"[5, 3]",3,13,36363082.76039141,0.0889552977577175,3653369253961.208,True,14.72156548500061,2.678402900695801,17.39996838569641
70,"[5, 3]",3,14,36363082.76039141,0.0889552977577175,6342531267948.293,False,15.874280452728271,2.678402900695801,18.552683353424072
71,"[5, 3]",3,15,36363082.76039141,0.0889552977577175,8691254347575.786,False,16.9729061126709,2.678402900695801,19.6513090133667
72,"[5, 3]",3,16,36363082.76039141,0.0889552977577175,6481423398704.128,False,17.97253179550171,2.678402900695801,20.65093469619751
